,benzodiazepine,dextromethorphan,anticholinergic,hydromorphone,arylcyclohexylamine,phenethylamine,phenylpropanolamine,coricidin,tetrahydrocoptisine,coricidin,oxycodone,carbomethoxytropinone,ethylpheryl,psilocybin,piper methysticum,methylchloroisothiazalinone,dialkyltryptamine,tranylcypromine,phalloidin,hypericum,hepatotoxin,mephedrone,commiphora,psilocybin,foeniscecii,aromadendrene,norethrindrone,dimenhydrinate,mercaptoethyl,cannabidiol,deliriant,hormone,entheogen,methylecgonidine,fluoxetine,pseudoephedrine,kratom,gerwurtzraminer,mephedrone,hyoscyamine,methylecgonine,benzodiazepine,cobalt,amfebutamone,other,benzoylecgonine,elymoclavine,benzodiazepine,dalcipran,isocarboxazid,methimazole,guanfacine,hydroxyindole,metergoline,salvia,bufotenin,hydroxycobalamin,methane,benzoxazolyl,myrtillocactus,mephedrone,diethylserotonin,chanoclavine,curacao,sensemilla,mchlorophenylpiperazine,trichlorethyline,sevoflorane,vecuronium,acetaminophen,triterpene,benzodiazepine,bromopheniramine,ergopeptine,thebaine,caffeine,hallucinogen,salvia,benzopyrene,moldicide,ayahuasca,cannabimimetic,trichlorethylene,other,iprocin,phenethylamine,phenylamine,scopalamine,tanshinones,entheogen,neocitron,diphenhydramine,hyoscyamine,risperidone,z-drug,boron,dextromethorphan,isothujone,diethylpropion,acetaminophen,benzodiazepine,ayahuasca,buprenorphine,dihydroergotamine,amphetamine,phenelzine,MDMA,ayahuasca,opioids,thienodiazepine,coriamyrtine,benzodiazepine,cannabinoid,other,salmeterol,methylergonovine,meperidine,psychonaut,valproic acid,ethoxymethyl,oxycodone,dextromethorphan,pseudotutine,anandamides,phenylethylhydrazine,oxycodone,silymarlin,cocaine,inositol,hydrocodone,cyanoborohydride,strophara,hydromorphone,truxilloensis,selegiline,mephedrone,piperidino,ichthyoallyeinotoxism,moclobimide,cannabinol,kratom,bufotenin,meloxicam,diphenhydramine,other,bupropion,aconite,psilocybin,phenanthrene,thienobenzodiazapine,benzoylecgonine,chlorpromazine,allylescaline,caffeine,pseudoephedrine,hydroxyindole,phenethylamine,mescaline,tetraflouroethane,oxytocin,anticholinergic,pseudomorphine,hydroxyethylamide,camfetamine,buprenorphine,fluroanfetamin,opioids,chardonnay,diphenhydramine,fluoroamphetamine,MDMA,pseudoephedrine,desoxypipradrol,permethrin,shoom,thymifolia,propoxyphene,mirtazapine,cathinone,salvia,benzodiazepine,capsaicin,venlafaxine,cipramil,ketobemidone,polyhydroxynortropane,lysergins,THC,quetiapine,menthadiene,anticholinergic,bradykinin,hydromorphone,dimethylformamide,amphetamine,hydroxytryptophan,isomorphinans,salvia,digoxin,choline,hormone,toxicodendron,resperine,anticholinergic,salvia,bronchodilator,salicylates,psychonaut,oleander,hyoscyamine,succinylcholine,phenylcyclohexanol,pyridine,amphetamine,benzodiazepine,hylocereus,bronchodilator,laudanum,coricidin,morphine,psilocybin,trifluoromethylbenzylpiperazine,pseudoephedrine,hexanoate,methylphenidate,psycothria,dextromethorphan,entheogen,minaprine,olanzapine,amatoxin,methadone,mucuadinine,trigonella,propoxyphene,entheogen,norandrostenedione,LSD,phenethylamine,LSD,sertraline,benzylpiperazine,dipropylaminomethylene,lighterfluid,anxiolytic,chorpheniramine,mycotaxon,hyoscyamine,phenolate,methamphetamine,phenylpropanolamine,cyclohexylpiperidine,delusiongen,cannabidiol,alphamethylphenethylene,dextromethorphan,sodium,ethacetin,heroin,selenium,cinchona,psilocybin,clorphenylpiperazine,mescaline,caspofungin,hyoscyamine,epinephrine,benzocyclobutene,amphetamine,tetrodotoxin,phenylpropenes,triterpene,phenylmethyl,epinephrine,methylphenylisopropylamine,nandrolone,hirudin,zeylanicum,sulbutiamine,cocaethylene,oxycodone,phenethylamine,deliriant,pulgerone,putricine,pseudoephedrine,delusiongen,methylphenidate,hallucinogen,cointreau,dihydromorphine,benzodiazepine,dimenhydrinate,aposcopolamine,other,acetaminophen,methysergide,buprenorphine,nicotine,naloxone,suboxone,psilocybin,propylthiophenethylamine,psilocybin,elecampane,psilocybin,acenocoumarol,hallucinogen,mdp,corticosteroids,hydroxyphenyl,pseudoephedrine,sesquiterpene,mephedrone,krokodil,suboxone,benzphetamine,phenylalkylamines,coricidin,benzotate,ethoxyethane,THC,isomyristicin,furoxone,metoclopramide,dimethylmedicarpin,benzylpiperazine,tigloidine,dimethcathinone,terbinafine,atropatana,vobtusine,pyrazolopyrimidine,chalcostrobamine,chlorine,dexamethasone,GABAergic,myristicine,benzylpiperadine,bromocriptine,methamphetamine,ayahuasca,other,monoacylglycerol,johnswort,ibprofune,olanzapine,bupropion,clortermine,zygophyllaceae,dimethyl,zinfandel,propenylbenzenes,levamisolewithout,ethylphenidate,dissociative,dimethoxylation,psilocybin,metabisulphite,ayahuasca,propranolol,dextromethorphan,chlorepidrine,phenyltropane,venlafaxine,ciprofloxacin,musicmol,psilocybin,psychotogen,fluvoxamine,LSD,other,nerolidol,caffeine,fenfluramine,glucocorticoid,mescaline,piper methysticum,amphetamine,buprenorphine,doxylamine,glucose,aminorex,meclizine,tetrahydrofuran,pramipexole,ritonavir,hallucinogen,triazolobenzodiazepines,dextromethorphan,methylenedioxypyrovalerone,pipradrol,salbutamol,diamorphine,cichorium,phenylephrine,hepatotoxin,epinephrine,doxylamine,prostacyclin,rhychophylline,ayahuasca,dehydromethylone,methylenedioxyamphetamines,scopalamine,phenethylamine,amphetamine,methylcarbinolamide,neoditerpane,indocybin,suphedrine,zacetachichi,chlorhexidine,ragwort,methadone,illusinogen,debrisoquine,bufotenin,cucurbitins,psilocybin,vinblastine,yohimbol,entheogen,tryptamine,pregnenolone,strobamine,iodoamphetamine,diphenhydramine,tetraphylline,papaver somiferum,isopteropodine,sumatriptan,ayahuasca,bromoureide,mephedrone,cannabinoid,cyclizine,mephedrone,norgestimate,pyrovalerone,chorpheniramine,reserpate,imidazopyridine,buprenorphine,senecionine,proline,thymoanaesthetiser,ketorolac,cannabinoid,lefetamine,benzodiazepine,risperidone,cannabinoid,GABAergic,sugarcane,methylphenidate,hydroxyproline,chorpheniramine,ergocorninine,norepinephrine,other,hydroxyl,hydroxyindolenine,simethicone,pseudoephedrine,entheogen,methylsafrylamin,acetaminophen,serotonin,olanzapine,ephedrine,bufotenin,moonshine,kratom,antidepressant,triphenylphosphine,marijuana,phenylmethylpiperazine,psilocybin,ephedrine,indomethacin,lasiantha,dialkyltryptamine,glucosamin,ayahuasca,iodomethane,other,deliriant,tequila,tizanidine,trichocereine,diphenhydramine,dextrallorphan,hydrocotarnine,marijuana,coricidin,acetaminophen,benzylethylamine,piperadine,cyclosporin,convolamine,phytosteroid,chamomile,phenylmethylpiperazine,hyoscyamine,neurotoxicant,bupropion,ayahuasca,beta-blocker,vardenafil,LSD,ergometrine,doxepin,phenelzine,kratom,zecatechichi,tubocurarine,pseudoindoxole,xanthoparmelia,thioalkaloids,eroglines,methandrostenolone,trimethoxyphenethylamine,peginterferon,dehydromorphine,oxymetazoline,diflunisal,shroomtea,amphetamine,methamphetamine,cannabidiol,hydroxyzine,methoxyethyl,guanfacine,dihydrogencitrates,dpt,haramala,molybdenum,cannabidiol,piroxicam,atomoxetine,mdmethcathinone,risperidone,dihydrocodeine,MDMA,phenethylaminey,phytosteroid,ephedrine,guaifenisin,ephedrine,other,krypton,turbinafine,marijuana,ibobgaine,thebaine,tegretol,entactogen,hyoscyamine,methylprednisolone,benzonatate,percocet,dihydrocodeine,grayanotoxin,cannabidiol,hepatotoxin,benzylpiperazines,propoxyphene,karalensis,cyclohexanone,phenylpropanolamine,dimethylglyoxime,xerampelina,acetaminophen,dextromoramide,mystagogue,psilocybin,taquimbalensis,imipramine,levophacetoperane,nitropropene,roxicocone,alkyltrimethylammonium,acetaminophen,diethlylamine,balminil,hydrocodone,eosin,chorpheniramine,methoxazole,acetaminophen,psuedophryamines,empathogen,other,deliriant,cannabimimetic,diphenhydramine,azithromycin,venlafaxine,sympathomimetic,methylbenzene,phentolamine,carbon dioxide,ipratropium,amphetamine,pennyroyal,trimethylaminomethyl,cocaine,oxyracetam,diphenhydramine,parahydroxyamphetamine,phallotoxin,fentanyl,psilocybin,phenethylamine,THC,hawaiians,marijuana,quinine,cathinone,methylphenidate,epilobium,desmethylprodine,clozapine,rolipram,myristicin,amphetamine,thymiquinone,dihydrotestosterone,thienobenzodiazapine,methoxyamphetamine,gyromitrin,alphamethyltryptamine,amphetamine,chlorphentermine,furazolidone,dichloromethane,valproic acid,methylnaltrexone,dextromethorphan,azapropazone,mystagogue,busprione,benzodiazepine,other,barbiturate,empathogen,cannabinol,diisopropyltryptamine,buprenorphine,mulberry,phenethylamine,bynzydamine,hydroxylators,terpinoid,phenylmethylpiperazine,phenoperidine,sevoflorane,hallucinogen,anadenthera,diethyltryptamine,tetrahydroisoquinalone,dieticyclidine,arundunacea,benzodiazepine,isoqualones,thalidomide,diphenhydramine,thienobenzodiazapine,furamate,trifluoromethylbenzylpiperazine,GABAergic,coricidin,trimethylsilyl,ayahuasca,marijuana,benzodiazepine,rextallization,N-Ethyl-3-piperidyl benzilate,indoleamine,isobutylmethylxanthine,MDMA,hydrocodone,salvia,other,xylazine,hydromorphone,benzodiazepines,antidepressant,yohimbol,hydromorphone,entheobotanical,dimethylmethcathinone,domperidone,pernod,other,hydromorphone,acetaminophen,hydroxytropane,amitoxins,hydrocodone,diphenhydramine,dehydrocheilantifoline,marijuana,insulin,sulprostone,anxiolytic,tryptamine,hydroxyzine,amitriptyline,tryptamine,oxycodone,isoniazid,thebaine,amainita,terpinoid,oxycodone,dimethylbenzene,phenethylamine,nicotine,propoxyphene,pholcodine,scelerotia,tampenensis,dimenhydrinate,grayanotoxin,scopalamine,other,palytoxin,doxylamine,psilocybin,piperanzine,kavalactones,cannabinoid,oncoprotein,MDMA,hydroquinone,dichloromethanesodium,debrisoquin,glycine,indoleethylamine,dimethoxyphenethylamine,marijuana,myristicin,psilocybin,loperamide,phenethylamine,cannabinol,yew,ethylalkane,cannabinol,beta-blocker,ergocornine,k2,drambuie,methylacetylene,psilocybin,acetaminophen,chartreuse,methamphetamine,MDMA,solanum,phenethylamine,clindamycin,atomoxatine,clopixol,diphenoxylate,vasopressin,hydroxybutyrate,dehydroepiandrosterone,other,adrafinil,allocryptopine,ophiophagus,cyanonapthanols,psychotogen,hydropalmatine,kavalacatones,antiseptic,entheogen,butorphanol,tegretol,ubiquinone,isouinolines,methylnitrosoamino,other,acetylcholinesterase,ayahuasca,dinitrophenol,benzodiazepine,diallytryptamine,etoperidone,illusinogen,morphinans,fluoride,cholecystokinin,metamizole,opioids,periwinkle,antiseptic,dextromethorphan,mephentermine,phenylalanine,hydrocortisone,dimethoxyallylbenzene,sinicuiche,lysergamides,hydrocodone,thioridazine,butylene,voacamine,benzylpiperazine,benzodiazepine,tetracaine,hydroxymethyl,heroin,campestris,marijuana,triazolobenzodiazepines,other,tetrahydroisoquinolines,diphenhydramine,dynorphine,salvia,piperidyl,cordifolia,phenylephrine,methamphetamine,ephedrine,benzine,tropicamide,pharmacophore,phenylhydrazone,isobutyryl,piperanzine,diisopropylethylamine,glycerol,acetamide,piparazine,ammonium,dimethyltryptamine,associative,podophyllum,ketoprofen,indolamine,ibogaine,methamphetamine,scopalamine,benzodiazepine,clozapine,myrtifolia,bromhydrate,methylparaben,cephalosporin,ayahuasca,norhyoscyamine,benzene,prilosec,promethezine,erythropoietin,phenylacetyl,norepinephrine,benzodiazepine,titanium,dextromethorphan,psicotria,aminomethane,phenacetin,endorphins,nolvadex,methylene,entheobotanical,hypoxanthine,aflatoxin,donepizil,colchicine,ecgonine,salvia,anticholinergic,thujjone,oxycodone,jagerbomb,deliriant,terfenidine,drambouie,bromide,chorpheniramine,kratom,barbiturate,z-drug,nitromethane,spiroxatrine,antidysrhythmic,thioesters,hyoscyamine,amphetamine,benzodiazepine,stryrlpyrones,acetaminophen,barbiturate,propylene,phenethylalkanes,tetrahydroisoquinoline,tetrafluoroethane,phenylhydrazine,trimethylammonium,dextromethorphan,bromocriptine,psilocybin,methamphetamine,norepinephrine,quinolizidines,acetaminophen,scopalamine,mesembrenone,phaeacantha,doxorubicin,dibenzodioxines,secretagogue,benzomorphans,tetrapterys,azt,docusate,tolazoline,paroxetine,carfentanil,emmenagogue,wormwood,piper methysticum,bacopasides,buprenorphine,diacylglycerol,siemilanceata,kratom,other,secretagogue,guanfacine,coricidin,guanfacine,buprenorphine,other,cascarilla,monovinyl,escholidine,methylxanthines,uranium,igg,benzodiazepine,dimethylcarbonate,MDMA,methanamine,acetaminophen,ziprasidone,acetylcholinesterase,benzodiazepine,piperonylpiperazine,meconidine,phenylmethylpiperazine,alkenebenzene,dextromethorphan,pseudoephedrine,phenylispropylamines,tryptamine,mesalazine,miprocetin,phenylpropanoids,buprenorphine,cpp,hydrocodone,dihydrocodeine,dihydrocodeine,amphetamine,heroin,psilocybin,morphinans,sympathomimetic,methylzanthine,adaptogen,phenoxyethanol,dimethylamylamine,benzodiazepine,isohexane,pseudoephedrine,halomethanes,memanitne,coricidin,iodophenethylamine,phenylpropanolamine,desmopressin,benzopyran,amygdalin,quercitrin
benzodiazepine,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
dextromethorphan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anticholinergic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
